Channel/Block,Show,Filename,Duration,File Path
Kids WB,The Animaniacs,Animaniacs - S01 E46 - Turkey Jerky And Wild Blue Yonder (480p - Dvdrip).mp4,473,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E46 - Turkey Jerky and Wild Blue Yonder (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E46 - Turkey Jerky And Wild Blue Yonder (480p - Dvdrip) - Part 2.mp4,444,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E46 - Turkey Jerky and Wild Blue Yonder (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E46 - Turkey Jerky And Wild Blue Yonder (480p - Dvdrip) - Part 3.mp4,361,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E46 - Turkey Jerky and Wild Blue Yonder (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E47 - Video Review And When Mice Ruled The Earth (480p - Dvdrip).mp4,588,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E47 - Video Review and When Mice Ruled the Earth (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E47 - Video Review And When Mice Ruled The Earth (480p - Dvdrip) - Part 2.mp4,542,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E47 - Video Review and When Mice Ruled the Earth (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E47 - Video Review And When Mice Ruled The Earth (480p - Dvdrip) - Part 3.mp4,149,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E47 - Video Review and When Mice Ruled the Earth (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S01 E48 - Mobster Mash, Lake Titicaca, And Icebreakers (480p - Dvdrip).mp4",647,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E48 - Mobster Mash, Lake Titicaca, and Icebreakers (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E48 - Mobster Mash, Lake Titicaca, And Icebreakers (480p - Dvdrip) - Part 2.mp4",73,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E48 - Mobster Mash, Lake Titicaca, and Icebreakers (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E48 - Mobster Mash, Lake Titicaca, And Icebreakers (480p - Dvdrip) - Part 3.mp4",555,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E48 - Mobster Mash, Lake Titicaca, and Icebreakers (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, And Yakko's Universe (480p - Dvdrip).mp4",530,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, and Yakko's Universe (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, And Yakko's Universe (480p - Dvdrip) - Part 2.mp4",333,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, and Yakko's Universe (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, And Yakko's Universe (480p - Dvdrip) - Part 3.mp4",414,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E49 - Twas The Day Before Christmas, Jingle Boo, The Great Wakkorotti, Toy Shop Terror, and Yakko's Universe (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,Animaniacs - S01 E50 - A Christmas Plotz And Little Drummer Warners (480p - Dvdrip).mp4,709,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E50 - A Christmas Plotz and Little Drummer Warners (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E50 - A Christmas Plotz And Little Drummer Warners (480p - Dvdrip) - Part 2.mp4,140,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E50 - A Christmas Plotz and Little Drummer Warners (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E50 - A Christmas Plotz And Little Drummer Warners (480p - Dvdrip) - Part 3.mp4,423,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E50 - A Christmas Plotz and Little Drummer Warners (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E51 - The Warners And The Beanstalk And Frontier Slappy (480p - Dvdrip).mp4,141,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E51 - The Warners and The Beanstalk and Frontier Slappy (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E51 - The Warners And The Beanstalk And Frontier Slappy (480p - Dvdrip) - Part 2.mp4,508,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E51 - The Warners and The Beanstalk and Frontier Slappy (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E51 - The Warners And The Beanstalk And Frontier Slappy (480p - Dvdrip) - Part 3.mp4,619,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E51 - The Warners and The Beanstalk and Frontier Slappy (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S01 E52 - Ups And Downs, The Brave Little Trailer, And Yes, Always (480p - Dvdrip).mp4",505,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E52 - Ups and Downs, The Brave Little Trailer, and Yes, Always (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E52 - Ups And Downs, The Brave Little Trailer, And Yes, Always (480p - Dvdrip) - Part 2.mp4",335,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E52 - Ups and Downs, The Brave Little Trailer, and Yes, Always (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E52 - Ups And Downs, The Brave Little Trailer, And Yes, Always (480p - Dvdrip) - Part 3.mp4",438,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E52 - Ups and Downs, The Brave Little Trailer, and Yes, Always (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E53 - Drive-insane, Girlfeathers, And I'm Cute (480p - Dvdrip).mp4",621,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E53 - Drive-Insane, Girlfeathers, and I'm Cute (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E53 - Drive-insane, Girlfeathers, And I'm Cute (480p - Dvdrip) - Part 2.mp4",450,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E53 - Drive-Insane, Girlfeathers, and I'm Cute (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E53 - Drive-insane, Girlfeathers, And I'm Cute (480p - Dvdrip) - Part 3.mp4",206,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E53 - Drive-Insane, Girlfeathers, and I'm Cute (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,Animaniacs - S01 E54 - Brain Meets Brawn And Meet Minerva (480p - Dvdrip).mp4,94,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E54 - Brain Meets Brawn and Meet Minerva (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E54 - Brain Meets Brawn And Meet Minerva (480p - Dvdrip) - Part 2.mp4,584,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E54 - Brain Meets Brawn and Meet Minerva (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E54 - Brain Meets Brawn And Meet Minerva (480p - Dvdrip) - Part 3.mp4,597,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E54 - Brain Meets Brawn and Meet Minerva (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S01 E55 - Gold Rush, A Gift Of Gold, And Dot's Quiet Time (480p - Dvdrip).mp4",497,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E55 - Gold Rush, A Gift of Gold, and Dot's Quiet Time (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E55 - Gold Rush, A Gift Of Gold, And Dot's Quiet Time (480p - Dvdrip) - Part 2.mp4",416,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E55 - Gold Rush, A Gift of Gold, and Dot's Quiet Time (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E55 - Gold Rush, A Gift Of Gold, And Dot's Quiet Time (480p - Dvdrip) - Part 3.mp4",342,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E55 - Gold Rush, A Gift of Gold, and Dot's Quiet Time (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, And Kung Boo (480p - Dvdrip).mp4",720,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, and Kung Boo (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, And Kung Boo (480p - Dvdrip) - Part 2.mp4",325,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, and Kung Boo (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, And Kung Boo (480p - Dvdrip) - Part 3.mp4",228,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E56 - Schnitzelbank, The Helpinki Formula, Les Boutons Et Le Ballon, and Kung Boo (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E57 - Of Course, You Know This Means Warners, Up A Tree, And Wakko's Gizmo (480p - Dvdrip).mp4",492,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E57 - Of Course, You Know This Means Warners, Up a Tree, and Wakko's Gizmo (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E57 - Of Course, You Know This Means Warners, Up A Tree, And Wakko's Gizmo (480p - Dvdrip) - Part 2.mp4",484,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E57 - Of Course, You Know This Means Warners, Up a Tree, and Wakko's Gizmo (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E57 - Of Course, You Know This Means Warners, Up A Tree, And Wakko's Gizmo (480p - Dvdrip) - Part 3.mp4",294,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E57 - Of Course, You Know This Means Warners, Up a Tree, and Wakko's Gizmo (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,Animaniacs - S01 E58 - Meet John Brain And Smell Ya Later (480p - Dvdrip).mp4,131,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E58 - Meet John Brain and Smell Ya Later (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E58 - Meet John Brain And Smell Ya Later (480p - Dvdrip) - Part 2.mp4,502,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E58 - Meet John Brain and Smell Ya Later (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E58 - Meet John Brain And Smell Ya Later (480p - Dvdrip) - Part 3.mp4,641,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E58 - Meet John Brain and Smell Ya Later (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E59 - Ragamuffins And Woodstock Slappy (480p - Dvdrip).mp4,103,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E59 - Ragamuffins and Woodstock Slappy (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E59 - Ragamuffins And Woodstock Slappy (480p - Dvdrip) - Part 2.mp4,511,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E59 - Ragamuffins and Woodstock Slappy (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E59 - Ragamuffins And Woodstock Slappy (480p - Dvdrip) - Part 3.mp4,662,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E59 - Ragamuffins and Woodstock Slappy (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S01 E60 - Karaoke-dokie, The Cranial Crusader, And The Chicken Who Loved Me (480p - Dvdrip).mp4",481,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E60 - Karaoke-Dokie, The Cranial Crusader, and The Chicken Who Loved Me (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E60 - Karaoke-dokie, The Cranial Crusader, And The Chicken Who Loved Me (480p - Dvdrip) - Part 2.mp4",511,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E60 - Karaoke-Dokie, The Cranial Crusader, and The Chicken Who Loved Me (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E60 - Karaoke-dokie, The Cranial Crusader, And The Chicken Who Loved Me (480p - Dvdrip) - Part 3.mp4",283,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E60 - Karaoke-Dokie, The Cranial Crusader, and The Chicken Who Loved Me (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E61 - Baloney And Kids, Super Buttons, And Katie Ka-boom (480p - Dvdrip).mp4",540,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E61 - Baloney and Kids, Super Buttons, and Katie Ka-Boom (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E61 - Baloney And Kids, Super Buttons, And Katie Ka-boom (480p - Dvdrip) - Part 2.mp4",447,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E61 - Baloney and Kids, Super Buttons, and Katie Ka-Boom (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E61 - Baloney And Kids, Super Buttons, And Katie Ka-boom (480p - Dvdrip) - Part 3.mp4",287,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E61 - Baloney and Kids, Super Buttons, and Katie Ka-Boom (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E62 - Scare Happy Slappy, Witch One, And Macbeth (480p - Dvdrip).mp4",587,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E62 - Scare Happy Slappy, Witch One, and MacBeth (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E62 - Scare Happy Slappy, Witch One, And Macbeth (480p - Dvdrip) - Part 2.mp4",443,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E62 - Scare Happy Slappy, Witch One, and MacBeth (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E62 - Scare Happy Slappy, Witch One, And Macbeth (480p - Dvdrip) - Part 3.mp4",242,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E62 - Scare Happy Slappy, Witch One, and MacBeth (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, And Katie Ka-boom (480p - Dvdrip).mp4",551,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, And Katie Ka-boom (480p - Dvdrip) - Part 2.mp4",442,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, And Katie Ka-boom (480p - Dvdrip) - Part 3.mp4",280,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E63 - With Three You Get Eggroll, Mermaid Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,Animaniacs - S01 E64 - Lookit The Fuzzy Heads And No Face Like Home (480p - Dvdrip).mp4,185,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E64 - Lookit The Fuzzy Heads and No Face Like Home (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E64 - Lookit The Fuzzy Heads And No Face Like Home (480p - Dvdrip) - Part 2.mp4,458,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E64 - Lookit The Fuzzy Heads and No Face Like Home (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E64 - Lookit The Fuzzy Heads And No Face Like Home (480p - Dvdrip) - Part 3.mp4,626,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E64 - Lookit The Fuzzy Heads and No Face Like Home (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E65 - The Warners' 65th Anniversary Special (480p - Dvdrip).mp4,389,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E65 - The Warners' 65th Anniversary Special (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E65 - The Warners' 65th Anniversary Special (480p - Dvdrip) - Part 2.mp4,539,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E65 - The Warners' 65th Anniversary Special (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S01 E65 - The Warners' 65th Anniversary Special (480p - Dvdrip) - Part 3.mp4,411,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S01 E65 - The Warners' 65th Anniversary Special (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S02 E01 - Take My Siblings Please, The Mindy 500, And Morning Malaise (480p - Dvdrip).mp4",425,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E01 - Take My Siblings Please, The Mindy 500, and Morning Malaise (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E01 - Take My Siblings Please, The Mindy 500, And Morning Malaise (480p - Dvdrip) - Part 2.mp4",406,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E01 - Take My Siblings Please, The Mindy 500, and Morning Malaise (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E01 - Take My Siblings Please, The Mindy 500, And Morning Malaise (480p - Dvdrip) - Part 3.mp4",444,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E01 - Take My Siblings Please, The Mindy 500, and Morning Malaise (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E02 - We're No Pigeons, Whistle Stop Mindy, And Katie Ka-boom (480p - Dvdrip).mp4",513,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E02 - We're No Pigeons, Whistle Stop Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E02 - We're No Pigeons, Whistle Stop Mindy, And Katie Ka-boom (480p - Dvdrip) - Part 2.mp4",531,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E02 - We're No Pigeons, Whistle Stop Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E02 - We're No Pigeons, Whistle Stop Mindy, And Katie Ka-boom (480p - Dvdrip) - Part 3.mp4",234,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E02 - We're No Pigeons, Whistle Stop Mindy, and Katie Ka-Boom (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,Animaniacs - S02 E03 - Miami Mama-mia And Pigeon On The Roorf (480p - Dvdrip).mp4,563,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E03 - Miami Mama-Mia and Pigeon on The Roorf (480p - DVDRip) - Part 1.mp4
Kids WB,The Animaniacs,Animaniacs - S02 E03 - Miami Mama-mia And Pigeon On The Roorf (480p - Dvdrip) - Part 2.mp4,415,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E03 - Miami Mama-Mia and Pigeon on The Roorf (480p - DVDRip) - Part 2.mp4
Kids WB,The Animaniacs,Animaniacs - S02 E03 - Miami Mama-mia And Pigeon On The Roorf (480p - Dvdrip) - Part 3.mp4,299,/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E03 - Miami Mama-Mia and Pigeon on The Roorf (480p - DVDRip) - Part 3.mp4
Kids WB,The Animaniacs,"Animaniacs - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-boom, And Fake (480p - Dvdrip).mp4",96,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-Boom, and Fake (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-boom, And Fake (480p - Dvdrip) - Part 2.mp4",264,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-Boom, and Fake (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-boom, And Fake (480p - Dvdrip) - Part 3.mp4",912,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S02 E04 - I'm Mad, Bad Mood Bobby, Katie Ka-Boom, and Fake (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E01 - Deduces Wild, Rest In Pieces, And Un Me (480p - Dvdrip).mp4",842,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E01 - Deduces Wild, Rest in Pieces, and UN Me (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E01 - Deduces Wild, Rest In Pieces, And Un Me (480p - Dvdrip) - Part 2.mp4",249,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E01 - Deduces Wild, Rest in Pieces, and UN Me (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E01 - Deduces Wild, Rest In Pieces, And Un Me (480p - Dvdrip) - Part 3.mp4",183,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E01 - Deduces Wild, Rest in Pieces, and UN Me (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, And A Quake (480p - Dvdrip).mp4",308,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, and A Quake (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, And A Quake (480p - Dvdrip) - Part 2.mp4",674,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, and A Quake (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, And A Quake (480p - Dvdrip) - Part 3.mp4",301,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E02 - Super Strong Warner Siblings, Nutcracker Slappy, Wakko's New Gookie, and A Quake (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E03 - Variety Speak, Three Tenors And You're Out, And Bingo (480p - Dvdrip).mp4",165,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E03 - Variety Speak, Three Tenors and You're Out, and Bingo (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E03 - Variety Speak, Three Tenors And You're Out, And Bingo (480p - Dvdrip) - Part 2.mp4",394,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E03 - Variety Speak, Three Tenors and You're Out, and Bingo (480p - DVDRip) - Part 2.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E03 - Variety Speak, Three Tenors And You're Out, And Bingo (480p - Dvdrip) - Part 3.mp4",716,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E03 - Variety Speak, Three Tenors and You're Out, and Bingo (480p - DVDRip) - Part 3.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E04 - A Hard Day's Warner, Gimme A Break, And Please Get A Life Foundation (480p - Dvdrip).mp4",494,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E04 - A Hard Day's Warner, Gimme a Break, and Please Get a Life Foundation (480p - DVDRip) - Part 1.mp4"
Kids WB,The Animaniacs,"Animaniacs - S03 E04 - A Hard Day's Warner, Gimme A Break, And Please Get A Life Foundation (480p - Dvdrip) - Part 2.mp4",497,"/media/weazle/Seagate/Show/Kids WB/The Animaniacs/ANIMANIACS - S03 E04 - A Hard Day's Warner, Gimme a Break, and Please Get a Life Foundation (480p - DVDRip) - Part 2.mp4"
