Show,Episode Number,Episode,Played,Unnamed: 4,,,
"Honey, I Shrunk the Kids TV Show",52,"Honey, They Call Me The Space Cowboy",no,,,,
"Honey, I Shrunk the Kids TV Show",53,"Honey, They're After Me Lucky Charms",no,,,,
"Honey, I Shrunk the Kids TV Show",54,"Honey, We're Past Tense",no,,,,
"Honey, I Shrunk the Kids TV Show",55,"Honey, We're Stuck In The 70's",no,,,,
"Honey, I Shrunk the Kids TV Show",56,"Honey, We're Young At Heart",no,,,,
"Honey, I Shrunk the Kids TV Show",57,"Honey, We've Been Swallowed By Grandpa",no,,,,
"Honey, I Shrunk the Kids TV Show",58,"Honey, Whodunit",no,,,,
"Honey, I Shrunk the Kids TV Show",59,"Honey, You Drained My Brain",no,,,,
"Honey, I Shrunk the Kids TV Show",60,"Honey, You Won't Believe What Happens Next",no,,,,
"Honey, I Shrunk the Kids TV Show",61,"Honey, You'll Always Be A Princess To Me",no,,,,
"Honey, I Shrunk the Kids TV Show",62,"Honey, You're Driving Me Like Crazy",no,,,,
"Honey, I Shrunk the Kids TV Show",63,"Honey, You're Living In The Past",no,,,,
"Honey, I Shrunk the Kids TV Show",64,"Honey, You're So Transparent",no,,,,
"Honey, I Shrunk the Kids TV Show",65,"Honey, You've Got Nine Lives",no,,,,
,,,,,,,
House of Mouse,1,The Stolen Cartoons,yee,,,,
House of Mouse,2,Big Bad Wolf Daddy,yee,,,,
House of Mouse,3,The Three Caballeros,yee,,,,
House of Mouse,4,Goofys Valentines Date,no,,,,
House of Mouse,5,Timon And Pumbaa,no,,,,
House of Mouse,6,Jiminy Cricket,no,,,,
House of Mouse,7,Unplugged Club,no,,,,
House of Mouse,8,Gone Goofy,no,,,,
House of Mouse,9,Rent Day,no,,,,
House of Mouse,10,Donalds Lamp Trade,no,,,,
House of Mouse,11,Donalds Pumbaa Prank,no,,,,
House of Mouse,12,Thanks To Minnie,no,,,,
House of Mouse,13,Pluto Saves The Day,no,,,,
House of Mouse,14,Daisys Debut,no,,,,
House of Mouse,15,Goofy For A Day,no,,,,
House of Mouse,16,Clarabelle's Big Secret,no,,,,
House of Mouse,17,The Mouse Who Came To Dinner,no,,,,
House of Mouse,18,Maxs New Car,no,,,,
House of Mouse,19,Not So Goofy,no,,,,
House of Mouse,20,Everybody Loves Mickey,no,,,,
House of Mouse,21,Maxs Embarrassing Date,no,,,,
House of Mouse,22,Wheres Minnie,no,,,,
House of Mouse,23,Super Goof,no,,,,
House of Mouse,24,King Larry Swings In,no,,,,
House of Mouse,25,Ladies Night,no,,,,
House of Mouse,26,Dennis The Duck,no,,,,
House of Mouse,27,Suddenly Hades,no,,,,
House of Mouse,28,Petes One-man Show,no,,,,
House of Mouse,29,House Of Crime,no,,,,
House of Mouse,30,Mickey And Minnies Big Vacation,no,,,,
House of Mouse,31,Donald And The Aracuan Bird,no,,,,
House of Mouse,32,Goofys Menu Magic,no,,,,
House of Mouse,34,House Of Scrooge,no,,,,
House of Mouse,35,Donald Wants To Fly,no,,,,
House of Mouse,36,Dining Goofy,no,,,,
House of Mouse,39,Ask Von Drake,no,,,,
House of Mouse,41,Pluto Vs. Figaro,no,,,,
House of Mouse,42,House Of Magic,no,,,,
House of Mouse,43,Mickey Vs. Shelby,no,,,,
House of Mouse,44,House Of Turkey,no,,,,
House of Mouse,45,Clarabelles Christmas List,no,,,,
House of Mouse,47,Snow Day,no,,,,
House of Mouse,48,Petes House Of Villains,no,,,,
House of Mouse,49,Halloween With Hades,no,,,,
House of Mouse,50,House Ghosts,no,,,,
House of Mouse,51,House Of Genius,no,,,,
House of Mouse,52,Mickey And The Culture Clash,no,,,,
,,,,,,,
Kim Possible,1,Crush,yee,,,,
Kim Possible,2,Sink Or Swim,yee,,,,
Kim Possible,3,The New Ron,yee,,,,
Kim Possible,4,Tick-tick-tick,yee,,,,
Kim Possible,5,Downhill,no,,,,
Kim Possible,6,Bueno Nacho,no,,,,
Kim Possible,7,Number One,no,,,,
Kim Possible,8,Mind Games,no,,,,
Kim Possible,9,Attack Of The Killer Bebes,no,,,,
Kim Possible,10,Royal Pain,no,,,,
Kim Possible,11,Coach Possible,no,,,,
Kim Possible,12,Pain King Vs Cleopatra,no,,,,
Kim Possible,13,Monkey Fist Strikes,no,,,,
Kim Possible,14,October 31st,no,,,,
Kim Possible,15,All The News,no,,,,
Kim Possible,16,Kimitation Nation,no,,,,
Kim Possible,17,The Twin Factor,no,,,,
Kim Possible,18,Animal Attraction,no,,,,
Kim Possible,19,Monkey Ninjas In Space,no,,,,
Kim Possible,20,Ron The Man,no,,,,
Kim Possible,21,Low Budget,no,,,,
Kim Possible,22,Naked Genius,no,,,,
Kim Possible,23,Grudge Match,no,,,,
Kim Possible,24,Two To Tutor,no,,,,
Kim Possible,25,The Ron Factor,no,,,,
Kim Possible,26,Car Trouble,no,,,,
Kim Possible,27,Rufus In Show / Adventures In Rufus-sitting,no,,,,
Kim Possible,28,Job Unfair,no,,,,
Kim Possible,29,The Golden Years,no,,,,
Kim Possible,30,Virtu-ron,no,,,,
Kim Possible,31,The Fearless Ferret,no,,,,
Kim Possible,32,Exchange,no,,,,
Kim Possible,33,Rufus Vs. Commodore Puddles / Day Of The Snowmen,no,,,,
Kim Possible,34,"A Sitch In Time 1, Present",no,,,,
Kim Possible,35,"A Sitch In Time 2, Past",no,,,,
Kim Possible,36,"A Sitch In Time 3, Future",no,,,,
Kim Possible,37,A Very Possible Christmas,no,,,,
Kim Possible,38,Queen Bebe,no,,,,
Kim Possible,39,Hidden Talent,no,,,,
Kim Possible,40,Return To Camp Wannaweep,no,,,,
Kim Possible,41,Go Team Go,no,,,,
Kim Possible,42,The Full Monkey,no,,,,
Kim Possible,43,Blush,no,,,,
Kim Possible,44,Partners,no,,,,
Kim Possible,45,Oh Boyz,no,,,,
Kim Possible,46,Sick Day / The Truth Hurts,no,,,,
Kim Possible,47,Mother's Day,no,,,,
Kim Possible,48,Motor Ed,no,,,,
Kim Possible,49,Ron Millionaire,no,,,,
Kim Possible,50,Triple S,no,,,,
Kim Possible,51,Rewriting History,no,,,,
Kim Possible,52,Steal Wheels,no,,,,
Kim Possible,53,Emotion Sickness,no,,,,
Kim Possible,54,Bonding,no,,,,
Kim Possible,55,Bad Boy,no,,,,
Kim Possible,56,Showdown At The Crooked D,no,,,,
Kim Possible,57,Dimension Twist,no,,,,
Kim Possible,58,Overdue / Roachie,no,,,,
Kim Possible,59,And The Mole Rat Will Be Cgi,no,,,,
Kim Possible,60,Rappin' Drakken,no,,,,
Kim Possible,61,Gorilla Fist,no,,,,
Kim Possible,62,Team Impossible,no,,,,
Kim Possible,63,Ill Suited,no,,,,
Kim Possible,64,The Big Job,no,,,,
Kim Possible,65,Trading Faces,no,,,,
Kim Possible,66,The Cupid Effect,no,,,,
Kim Possible,67,Car Alarm,no,,,,
Kim Possible,68,Mad Dogs And Aliens,no,,,,
Kim Possible,69,Grande Size Me,no,,,,
Kim Possible,70,Clothes Minded,no,,,,
Kim Possible,71,Big Bother,no,,,,
Kim Possible,72,Fashion Victim,no,,,,
Kim Possible,73,Odds Man In,no,,,,
Kim Possible,74,Stop Team Go,no,,,,
Kim Possible,75,Cap'n Drakken,no,,,,
Kim Possible,76,Mathter And Fervent,no,,,,
Kim Possible,77,The Mentor Of Our Discontent,no,,,,
Kim Possible,78,"Oh No, Yono",no,,,,
Kim Possible,79,Clean Slate,no,,,,
Kim Possible,80,Homecoming Upset,no,,,,
Kim Possible,81,Chasing Rufus / Nursery Crimes,no,,,,
Kim Possible,82,Larry's Birthday,no,,,,
Kim Possible,83,Graduation (part 1),no,,,,
Kim Possible,84,"Graduation, Part 2",no,,,,
,,,,,,,
Lizzie McGuire,1,Rumors,yee,,,,
Lizzie McGuire,2,Picture Day,yee,,,,
Lizzie McGuire,3,When Moms Attack,no,,,,
Lizzie McGuire,5,I've Got Rhythmic,no,,,,
Lizzie McGuire,6,Jack Of All Trades,no,,,,
Lizzie McGuire,8,Misadventures In Babysitting,no,,,,
Lizzie McGuire,9,Election,no,,,,
Lizzie McGuire,10,"I Do, I Don't",no,,,,
Lizzie McGuire,11,Bad Girl Mcguire,no,,,,
Lizzie McGuire,12,Between A Rock And A Bra Place,no,,,,
Lizzie McGuire,13,Come Fly With Me,no,,,,
Lizzie McGuire,14,Random Acts Of Miranda,no,,,,
Lizzie McGuire,15,Lizzie's Nightmares,no,,,,
Lizzie McGuire,16,Obsession,no,,,,
Lizzie McGuire,17,Sibling Bonds,no,,,,
Lizzie McGuire,18,Rated Aargh,no,,,,
Lizzie McGuire,19,Gordo And The Girl,no,,,,
Lizzie McGuire,20,Educating Ethan,no,,,,
Lizzie McGuire,21,Lizzie Strikes Out,no,,,,
Lizzie McGuire,22,The Untitled Stan Jansen Project,no,,,,
Lizzie McGuire,23,Last Year's Model,no,,,,
Lizzie McGuire,24,Night Of The Day Of The Dead,no,,,,
Lizzie McGuire,25,Facts Of Life,no,,,,
Lizzie McGuire,26,Scarlett Larry,no,,,,
,,,,,,,
Lizzie McGuire,28,Lizzie And Kate's Big Adventure,no,,,,
Lizzie McGuire,29,The Courtship Of Miranda Sanchez,no,,,,
Lizzie McGuire,30,Gordo's Video,no,,,,
Lizzie McGuire,31,Gordo's Bar Mitzvah,no,,,,
Lizzie McGuire,32,First Kiss,no,,,,
Lizzie McGuire,33,El Oro De Montezuma,no,,,,
Lizzie McGuire,34,Mom's Best Friend,no,,,,
Lizzie McGuire,36,Working Girl,no,,,,
Lizzie McGuire,37,And The Winner Is,no,,,,
Lizzie McGuire,38,The Longest Yard,no,,,,
Lizzie McGuire,39,Just Friends,no,,,,
Lizzie McGuire,40,Those Freaky Mcguires,no,,,,
Lizzie McGuire,41,In Miranda Lizzie Does Not Trust,no,,,,
Lizzie McGuire,42,Over The Hill,no,,,,
Lizzie McGuire,44,"You're A Good Man, Lizzie Mcguire",no,,,,
Lizzie McGuire,45,Just Like Lizzie,no,,,,
Lizzie McGuire,46,Lizzie In The Middle,no,,,,
Lizzie McGuire,47,Inner Beauty,no,,,,
Lizzie McGuire,48,Movin' On Up,no,,,,
Lizzie McGuire,49,Party Over Here,no,,,,
Lizzie McGuire,50,"She Said, He Said, She Said",no,,,,
Lizzie McGuire,51,Xtreme Xmas,no,,,,
Lizzie McGuire,52,Lizzie's Eleven,no,,,,
Lizzie McGuire,53,Dear Lizzie,no,,,,
Lizzie McGuire,54,Clue-less,no,,,,
Lizzie McGuire,55,Bye Bye Hillridge Junior High,no,,,,
Lizzie McGuire,56,Bunkies,no,,,,
Lizzie McGuire,57,A Gordo Story,no,,,,
Lizzie McGuire,59,The Greatest Crush Of All,no,,,,
Lizzie McGuire,60,Grand Ole Grandma,no,,,,
Lizzie McGuire,61,My Fair Larry,no,,,,
Lizzie McGuire,63,My Dinner With Mr. Dig,no,,,,
Lizzie McGuire,64,One Of The Guys,no,,,,
Lizzie McGuire,65,Magic Train,no,,,,
,,,,,,,
Smart Guy,1,Smart Guy - S01e01 - Pilot (480p X265 Edge2020),yee,,,,
Smart Guy,2,Smart Guy - S01e02 - The Code (480p X265 Edge2020),yee,,,,
Smart Guy,3,"S01e03 - Brother, Brother",yee,,,,
Smart Guy,4,Smart Guy - S01e04 - Don't Do That Thing You Do (480p X265 Edge2020),yee,,,,
Smart Guy,5,Smart Guy - S01e05 - Lab Rats (480p X265 Edge2020),no,,,,
Smart Guy,6,S01e06 - A Little Knowledge,no,,,,
Smart Guy,7,"Smart Guy - S01e07 - Baby, It's You And You And You (480p X265 Edge2020)",no,,,,
Smart Guy,8,Smart Guy - S02e01 - Primary Brothers (480p X265 Edge2020),no,,,,
Smart Guy,9,Smart Guy - S02e02 - Working Guy (480p X265 Edge2020),no,,,,
Smart Guy,10,Smart Guy - S02e03 - Below The Rim (480p X265 Edge2020),no,,,,
Smart Guy,11,Smart Guy - S02e05 - Dumbstruck (480p X265 Edge2020),no,,,,
Smart Guy,12,S02e07 - Big Picture,no,,,,
Smart Guy,13,Smart Guy - S02e08 - Book Smart (480p X265 Edge2020),no,,,,
Smart Guy,14,Smart Guy - S02e09 - The Dating Game (480p X265 Edge2020),no,,,,
Smart Guy,15,Smart Guy - S02e10 - Love Letters (480p X265 Edge2020),no,,,,
Smart Guy,16,S02e11 - T.j. Versus The Machine,no,,,,
Smart Guy,17,S02e12 - Men Working Badly,no,,,,
Smart Guy,18,"Smart Guy - S02e13 - Rooferman, Take One (480p X265 Edge2020)",no,,,,
Smart Guy,19,Smart Guy - S02e14 - Stop The Presses (480p X265 Edge2020),no,,,,
Smart Guy,20,Smart Guy - S02e15 - Bad Boy (480p X265 Edge2020),no,,,,
Smart Guy,21,S02e16 - Most Hated Man On Campus,no,,,,
Smart Guy,22,"Smart Guy - S02e17 - Goodbye, Mr. Chimps (480p X265 Edge2020)",no,,,,
Smart Guy,23,Smart Guy - S02e18 - Sit In (a.k.a. Dawgburger Rebellion) (480p X265 Edge2020),no,,,,
Smart Guy,24,Smart Guy - S02e19 - Strangers On The Net (480p X265 Edge2020),no,,,,
Smart Guy,25,Smart Guy - S02e20 - Gotta Dance (480p X265 Edge2020),no,,,,
Smart Guy,26,S02e21 - Something Wicked This Way Comes,no,,,,
Smart Guy,27,Smart Guy - S02e22 - My Two Dads (480p X265 Edge2020),no,,,,
Smart Guy,28,Smart Guy - S03e01 - She Got Game (480p X265 Edge2020),no,,,,
Smart Guy,29,Smart Guy - S03e02 - Achy Breaky Heart (480p X265 Edge2020),no,,,,
Smart Guy,30,Smart Guy - S03e05 - That's My Momma (480p X265 Edge2020),no,,,,
Smart Guy,31,Smart Guy - S03e06 - Beating Is Fundamental (480p X265 Edge2020),no,,,,
Smart Guy,32,Smart Guy - S03e07 - T.a. Or Not T.a. (480p X265 Edge2020),no,,,,
Smart Guy,33,Smart Guy - S03e08 - Boomerang (480p X265 Edge2020),no,,,,
Smart Guy,34,Get A Job,no,,,,
Smart Guy,35,Smart Guy - S03e10 - A Date With Destiny (480p X265 Edge2020),no,,,,
Smart Guy,36,Break Up Not To Make Up,no,,,,
Smart Guy,37,Smart Guy - S03e12 - Diary Of A Mad Schoolgirl (480p X265 Edge2020),no,,,,
Smart Guy,38,S03e13 - Perchance To Dream,no,,,,
Smart Guy,39,From A To Double D,no,,,,
Smart Guy,40,"Smart Guy - S03e15 - Can't Buy Me, Love (480p X265 Edge2020)",no,,,,
Smart Guy,41,It Takes Two,no,,,,
Smart Guy,42,I Was A Teenage Sports Wife,no,,,,
Smart Guy,43,Crushed,no,,,,
Smart Guy,44,Cross Talk,no,,,,
Smart Guy,45,The Soda Wars,no,,,,
Smart Guy,46,The Graduate,no,,,,
Smart Guy,47,Never Too Young,no,,,,
,,,,,,,
So Weird,1,Family Reunion,yee,,,,
So Weird,2,Web Sight,yee,,,,
So Weird,3,Memory,no,,,,
So Weird,4,Sacrifice,no,,,,
So Weird,5,Escape,no,,,,
So Weird,6,Simplicity,no,,,,
So Weird,7,Angel,no,,,,
So Weird,8,Strangeling,no,,,,
So Weird,9,Rebecca,no,,,,
So Weird,10,Tulpa,no,,,,
So Weird,11,Singularity,no,,,,
So Weird,12,Lost,no,,,,
So Weird,13,Will O' The Wisp,no,,,,
So Weird,14,Medium,no,,,,
So Weird,15,Drive,no,,,,
So Weird,16,Siren,no,,,,
So Weird,17,Nightmare,no,,,,
So Weird,18,Listen,no,,,,
So Weird,19,Mutiny,no,,,,
So Weird,20,Boo,no,,,,
So Weird,21,Werewolf,no,,,,
So Weird,22,Second Generation,no,,,,
So Weird,23,Oopa,no,,,,
So Weird,24,Banshee,no,,,,
So Weird,25,Strange Geometry,no,,,,
So Weird,26,Fountain,no,,,,
So Weird,27,Fall,no,,,,
So Weird,28,Destiny,no,,,,
So Weird,29,Blues,no,,,,
So Weird,30,Avatar,no,,,,
So Weird,31,James Garr,no,,,,
So Weird,32,Troll,no,,,,
So Weird,33,Fathom,no,,,,
So Weird,34,Roswell,no,,,,
So Weird,35,Vampire,no,,,,
So Weird,36,Shelter,no,,,,
So Weird,37,Encore,no,,,,
So Weird,38,Transplant,no,,,,
So Weird,39,Twin,no,,,,
So Weird,40,Lightning Rod,no,,,,
So Weird,41,Talking Board,no,,,,
So Weird,42,Detention,no,,,,
So Weird,43,Eddie's Desk,no,,,,
So Weird,44,Voodoo,no,,,,
So Weird,45,Banglebye,no,,,,
So Weird,46,Rewind,no,,,,
So Weird,47,Exit 13,no,,,,
So Weird,48,Carnival,no,,,,
So Weird,49,Earth 101,no,,,,
So Weird,50,Beeing There,no,,,,
So Weird,51,Changeling,no,,,,
So Weird,52,Snapshot,no,,,,
So Weird,53,Still Life,no,,,,
So Weird,54,Grave Mistake,no,,,,
So Weird,55,Pen Pal,no,,,,
So Weird,56,The Muse,no,,,,
So Weird,57,The Great Incanto,no,,,,
So Weird,58,Meow,no,,,,
So Weird,59,Widow's Walk,no,,,,
So Weird,60,Babble,no,,,,
So Weird,61,Gone Fishin',no,,,,
So Weird,62,Mr. Magnetism,no,,,,
So Weird,63,Dead Ringer,no,,,,
So Weird,64,Annie's Song,no,,,,
So Weird,65,The River,no,,,,
,,,,,,,
That's So Raven,1,A Fish Called Raven,yee,,,,
That's So Raven,2,A Goat's Tale,yee,,,,
That's So Raven,3,Adventures In Boss Sitting,no,,,,
That's So Raven,4,Art Breaker,no,,,,
That's So Raven,5,Bend It Like Baxter,no,,,,
That's So Raven,6,Campaign In The Neck,no,,,,
That's So Raven,7,Dog Day Aftergroom,no,,,,
That's So Raven,8,Don't Have A Cow,no,,,,
That's So Raven,9,Driven To Insanity,no,,,,
That's So Raven,10,Dues And Don'ts,no,,,,
That's So Raven,11,Extreme Cory,no,,,,
That's So Raven,12,Five Finger Discount,no,,,,
That's So Raven,13,Food For Thought,no,,,,
That's So Raven,14,Hearts And Minds,no,,,,
That's So Raven,15,Mother Dearest,no,,,,
That's So Raven,16,Out Of Control,no,,,,
That's So Raven,17,Psychic Eye For The Sloppy Guy,no,,,,
That's So Raven,18,Psychics Wanted,no,,,,
That's So Raven,19,Radio Heads,no,,,,
That's So Raven,20,"Raven, Sydney And The Man",no,,,,
That's So Raven,21,Royal Treatment,no,,,,
That's So Raven,22,"Run, Raven, Run",no,,,,
That's So Raven,23,Saving Psychic Raven,no,,,,
That's So Raven,24,Skunk'd,no,,,,
That's So Raven,25,Spa Day Afternoon,no,,,,
That's So Raven,26,Stark Raven Mad,no,,,,
That's So Raven,27,Sweeps,no,,,,
That's So Raven,28,Teach Your Children Well,no,,,,
That's So Raven,29,The Grill Next Door,no,,,,
That's So Raven,30,The Ice Girl Cometh,no,,,,
That's So Raven,31,The Way We Were,no,,,,
,,,,,,,
The Famous Jett Jackson,1,01 - Step Up,yee,,,,
The Famous Jett Jackson,2,02 - Something In The Air,no,,,,
The Famous Jett Jackson,3,"04 - Hello, Goodbye",no,,,,
The Famous Jett Jackson,4,05 - Great Expectations,no,,,,
The Famous Jett Jackson,5,06 - Age Old Story,no,,,,
The Famous Jett Jackson,6,07 - Pledge Of Allegiance,no,,,,
The Famous Jett Jackson,7,08 - Extra Credit,no,,,,
The Famous Jett Jackson,8,09 - Bunk,no,,,,
The Famous Jett Jackson,9,10 - Detention,no,,,,
The Famous Jett Jackson,10,11 - Wheels,no,,,,
The Famous Jett Jackson,11,11 Jbs Big Break.ia,no,,,,
The Famous Jett Jackson,12,12 - Beauregard's Beach Bash,no,,,,
The Famous Jett Jackson,13,13 - Truth,no,,,,
The Famous Jett Jackson,14,14 - Survival Of The Fittest,no,,,,
The Famous Jett Jackson,15,16 - Backstage Pass,no,,,,
The Famous Jett Jackson,16,17 - Date,no,,,,
The Famous Jett Jackson,17,18 - Lost And Found,no,,,,
The Famous Jett Jackson,18,19 - Voices,no,,,,
The Famous Jett Jackson,19,20 - Battle Of Wilsted,no,,,,
The Famous Jett Jackson,20,21 - M.o.m.,no,,,,
The Famous Jett Jackson,21,22 - Awakenings Part 1,no,,,,
The Famous Jett Jackson,22,23 - Awakenings Part 2,no,,,,
The Famous Jett Jackson,23,23 - Something To Prove,no,,,,
The Famous Jett Jackson,24,24 - Hotline,no,,,,
The Famous Jett Jackson,25,25 - The Game,no,,,,
The Famous Jett Jackson,26,Kiss & Tell,no,,,,
The Famous Jett Jackson,27,Stone Gold,no,,,,
,,,,,,,
The Proud Family,1,Bring It On,yee,,,,
The Proud Family,2,Strike,yee,,,,
The Proud Family,3,Tiger Whisperer,yee,,,,
The Proud Family,4,Ez Jackster,yee,,,,
The Proud Family,5,Spelling Bee,yee,,,,
The Proud Family,6,She's Got Gme,no,,,,
The Proud Family,7,Forbidden Date,no,,,,
The Proud Family,8,Teacher's Pet,no,,,,
The Proud Family,9,Don't Leave Home Without It,no,,,,
The Proud Family,10,Seven Days Of Kwanzaa,no,,,,
The Proud Family,11,Makeover,no,,,,
The Proud Family,12,Love Thy Neighbor,no,,,,
The Proud Family,13,I Had A Dream,no,,,,
The Proud Family,14,I Love You Penny Proud,no,,,,
The Proud Family,15,The Altos,no,,,,
The Proud Family,17,Romeo Must Wed,no,,,,
The Proud Family,18,A Star Is Scorned,no,,,,
The Proud Family,19,A Hero For Halloween,no,,,,
The Proud Family,20,Ain't Nothing Like The Real Thingy Baby,no,,,,
The Proud Family,21,Behind The Family Lines,no,,,,
The Proud Family,22,Hooray For Iesha,no,,,,
The Proud Family,23,Camping Trip,no,,,,
The Proud Family,24,"Crouching Trudy, Hidden Penny",no,,,,
The Proud Family,25,Pulp Boot Camp,no,,,,
The Proud Family,26,Tween Town,no,,,,
The Proud Family,27,Surf And Turf,no,,,,
The Proud Family,28,The Legend Of Johnny Lovely,no,,,,
The Proud Family,29,It Takes A Thief,no,,,,
The Proud Family,30,Penny Potter,no,,,,
,,,,,,,
Timon and Pumbaa,1,Boara Boara / Saskatchewan Catch,yee,,,,
Timon and Pumbaa,2,Kenya Be My Friend / (rafiki Fables) Good Mousekeeping,yee,,,,
Timon and Pumbaa,3,Brazil Nuts / South Sea Sick / (song) The Lion Sleeps Tonight,no,,,,
Timon and Pumbaa,4,Never Everglades / (the Laughing Hyenas) Cooked Goose,no,,,,
Timon and Pumbaa,5,Yukon Con / Doubt Of Africa,no,,,,
Timon and Pumbaa,6,How To Beat The High Costa Rica / Swiss Missed,no,,,,
Timon and Pumbaa,7,Russia Hour / You Ghana Join The Club,no,,,,
Timon and Pumbaa,8,Uganda Be An Elephant / To Kilimanjaro Bird,no,,,,
Timon and Pumbaa,9,Rocky Mountain Lie / Amazon Quiver,no,,,,
Timon and Pumbaa,10,French Fried / (the Laughing Hyenas) Big Top Breakfast,no,,,,
Timon and Pumbaa,11,Madagascar About You / Truth Or Zaire / (song) Yummy Yummy Yummy,no,,,,
Timon and Pumbaa,12,Mojave Desserted / (rafiki Fables) Beauty And The Wildebeest,no,,,,
Timon and Pumbaa,13,Don't Break The China / (the Laughing Hyenas) Can't Take A Yolk / (song) Stand By Me,no,,,,
Timon and Pumbaa,14,The Pain In Spain / Frantic Atlantic,no,,,,
Timon and Pumbaa,15,Unlucky In Lesotho / (rafiki Fables) Rafiki's Apprentice,no,,,,
Timon and Pumbaa,16,Tanzania Zany / Guatemala Malarkey,no,,,,
Timon and Pumbaa,17,Mombasa-in-law / (the Laughing Hyenas) Tv Dinner,no,,,,
Timon and Pumbaa,18,Back Out In The Outback / Gabon With The Wind,no,,,,
Timon and Pumbaa,19,Timon's Time Togo / The Law Of The Jungle,no,,,,
Timon and Pumbaa,20,Manhattan Mishap / Paraguay Parable,no,,,,
Timon and Pumbaa,21,Be More Pacific / Going Uruguay,no,,,,
Timon and Pumbaa,22,Let's Serengeti Out Of Here / Congo On Like This,no,,,,
Timon and Pumbaa,23,Okay Bayou / Shake Your Djibouti,no,,,,
Timon and Pumbaa,24,Yosemite Remedy / (rafiki Fables) The Sky Is Calling,no,,,,
Timon and Pumbaa,25,Mozam-beaked / Ocean Commotion,no,,,,
Timon and Pumbaa,26,Palm Beached / Jamaica Mistake,no,,,,
Timon and Pumbaa,27,Timon Alone / New Guinea Pig,no,,,,
Timon and Pumbaa,28,Isle Of Manhood / Puttin' On The Brits,no,,,,
Timon and Pumbaa,29,Klondike Con / Isle Find Out,no,,,,
Timon and Pumbaa,30,Robin Hoodwinked / Rumble In The Jungle,no,,,,
Timon and Pumbaa,31,Wide Awake In Wonderland / Zazu's Off-by-one Day,no,,,,
Timon and Pumbaa,32,Animal Barn / Roach Hotel,no,,,,
Timon and Pumbaa,33,Africa-dabra / I Don't Bolivia,no,,,,
Timon and Pumbaa,34,Shopping Mauled / Library Brouhaha,no,,,,
Timon and Pumbaa,35,Catch Me If You Kenya / Scent Of The South,no,,,,
Timon and Pumbaa,36,Monster Massachusetts / Handle With Caribbean,no,,,,
Timon and Pumbaa,37,Forbidden Pumbaa / Washington Applesauce,no,,,,
Timon and Pumbaa,38,Alcatraz Mataz / Oahu Wahoo,no,,,,
Timon and Pumbaa,39,I Think I Canada / Zazu's Off Day Off,no,,,,
Timon and Pumbaa,40,Beast Of Eden / Sense & Senegambia,no,,,,
Timon and Pumbaa,41,Timon On The Range / The Man From J.u.n.g.l.e.,no,,,,
Timon and Pumbaa,42,Maine-iacs / Fiji-fi-fo-fum,no,,,,
Timon and Pumbaa,43,Rome Alone / Amusement Bark,no,,,,
Timon and Pumbaa,44,Once Upon A Timon,no,,,,
